Préfecture,Arrondissement,Code Zone,Zone déchiffrée,Type de bien,État,Condition / Zonage,Prix Terrain au m² (DH),dist_education_min_m,dist_banque_min_m,dist_sante_min_m,dist_commerce_min_m,dist_transport_min_m,dist_environnement_min_m,nb_nuisance_500m,dist_nuisance_min_m,dist_autoroute_min_m,dist_voie_primaire_min_m,dist_voie_secondaire_min_m,dist_boulevard_principal,nb_axes_500m,dist_tram,nb_stations_1km,temps_transport_centre,temps_CFC,temps_Maarif,temps_SidiMaarouf,temps_port,nb_ecoles_1km,dist_ecole,densite_education,nb_sante_1km,dist_clinique,nb_restaurants_500m,nb_commerces_1km,nb_banques_1km,dist_mer,dist_parc,surface_verte_1km,nb_nuisance, Densite_pop_km2, Part_population_15_59_ans, Taille_de_ménage, Taux_activité, Taux_chômage, Part_salariés_parmi_actifs, Taux_analphabétisme, Part_population_niveau_études_supérieur, Taux_croissance
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Villa,Neuf,,16000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Villa,Neuf,Si ST > 200 m2,12500.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Terrain ZV,Loti,Si ST <= 200 m2,16000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Villa,Ancien,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Villa,Récent,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Villa,Neuf,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH4,"Zone délimitée par Bd Ghandi, Bd Abdelkrim Al Khattabi, Bd Sidi Abderrahman, Rue de Sijilmassa, Rue de Mdaghra, Rue de Walili, Rue de Bab Al Mansour, Rue de l'Oudaya, Rue de Hassan, et Bd Ibnou Sina : Longchamps, Lot Saad, Lot OCP, Lot Chama",Terrain ZV,Loti,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH5,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ibnou Sina, Rue de Hassan, Rue de Tamsna, Rue Ain Chifa et Rue de Jabal Al Aâroui : CIL, Lot Messaoudia, Hay Essalam Ouest délimité par les Rues Atlas et Ifrane",Villa,Ancien,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH5,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ibnou Sina, Rue de Hassan, Rue de Tamsna, Rue Ain Chifa et Rue de Jabal Al Aâroui : CIL, Lot Messaoudia, Hay Essalam Ouest délimité par les Rues Atlas et Ifrane",Villa,Récent,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH5,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ibnou Sina, Rue de Hassan, Rue de Tamsna, Rue Ain Chifa et Rue de Jabal Al Aâroui : CIL, Lot Messaoudia, Hay Essalam Ouest délimité par les Rues Atlas et Ifrane",Villa,Neuf,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH5,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ibnou Sina, Rue de Hassan, Rue de Tamsna, Rue Ain Chifa et Rue de Jabal Al Aâroui : CIL, Lot Messaoudia, Hay Essalam Ouest délimité par les Rues Atlas et Ifrane",Appartement,Ancien,,11500.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH5,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ibnou Sina, Rue de Hassan, Rue de Tamsna, Rue Ain Chifa et Rue de Jabal Al Aâroui : CIL, Lot Messaoudia, Hay Essalam Ouest délimité par les Rues Atlas et Ifrane",Terrain ZV,Loti,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Villa,Ancien,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Villa,Récent,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Villa,Neuf,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Appartement,Ancien,,11000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Appartement,Récent,,13000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Appartement,Neuf,,14000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH6,"Zone délimitée par Bd Sidi Abderrahman, Rue d'Ifrane, Rue de l'Atlas, Bd Ghandi et Bd Yacoub El Mansour : Hay Essalam Est délimité par les Rues Atlas et Ifrane, Quartier/Rce Al Mansour, Quartier/Rce des Bases, Cité des Jeunes",Terrain ZV,Loti,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH7,"Zone délimitée par Bd Sidi Abderrahman, Bd Yacoub El Mansour, Bd Ghandi et Bd Omar Al Khiam : Hay Erraha",Terrain ZI,Loti,< à R+5,22000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH7,"Zone délimitée par Bd Sidi Abderrahman, Bd Yacoub El Mansour, Bd Ghandi et Bd Omar Al Khiam : Hay Erraha",Terrain ZI,Loti,>= à R+5,25000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH7,"Zone délimitée par Bd Sidi Abderrahman, Bd Yacoub El Mansour, Bd Ghandi et Bd Omar Al Khiam : Hay Erraha",Appartement,Ancien,,12000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH7,"Zone délimitée par Bd Sidi Abderrahman, Bd Yacoub El Mansour, Bd Ghandi et Bd Omar Al Khiam : Hay Erraha",Appartement,Récent,,13000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH7,"Zone délimitée par Bd Sidi Abderrahman, Bd Yacoub El Mansour, Bd Ghandi et Bd Omar Al Khiam : Hay Erraha",Appartement,Neuf,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH7,"Zone délimitée par Bd Sidi Abderrahman, Bd Yacoub El Mansour, Bd Ghandi et Bd Omar Al Khiam : Hay Erraha",Terrain ZI,Loti,,25000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH8,"Triangle délimité par Bd Omar Al Khiam, Rte El Jadida et Av. des Sports : Quartier Ferme Bretone",Appartement,Ancien,,13000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH8,"Triangle délimité par Bd Omar Al Khiam, Rte El Jadida et Av. des Sports : Quartier Ferme Bretone",Appartement,Récent,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH8,"Triangle délimité par Bd Omar Al Khiam, Rte El Jadida et Av. des Sports : Quartier Ferme Bretone",Appartement,Neuf,,16000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH8,"Triangle délimité par Bd Omar Al Khiam, Rte El Jadida et Av. des Sports : Quartier Ferme Bretone",Terrain ZI,Loti,< à R+5,27000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH8,"Triangle délimité par Bd Omar Al Khiam, Rte El Jadida et Av. des Sports : Quartier Ferme Bretone",Terrain ZI,Loti,>= à R+5,30000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH9,"Triangle délimité par Terrains de certains Clubs Sportifs (COC, …), Rte El Jadida et Bd Al Abtal : Quartier/Cité Laya, Quartier/Lot Guynemer",Appartement,Ancien,,13000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH9,"Triangle délimité par Terrains de certains Clubs Sportifs (COC, …), Rte El Jadida et Bd Al Abtal : Quartier/Cité Laya, Quartier/Lot Guynemer",Appartement,Récent,,15000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH9,"Triangle délimité par Terrains de certains Clubs Sportifs (COC, …), Rte El Jadida et Bd Al Abtal : Quartier/Cité Laya, Quartier/Lot Guynemer",Appartement,Neuf,,16000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH9,"Triangle délimité par Terrains de certains Clubs Sportifs (COC, …), Rte El Jadida et Bd Al Abtal : Quartier/Cité Laya, Quartier/Lot Guynemer",Terrain ZI,Loti,< à R+5,27000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH9,"Triangle délimité par Terrains de certains Clubs Sportifs (COC, …), Rte El Jadida et Bd Al Abtal : Quartier/Cité Laya, Quartier/Lot Guynemer",Terrain ZI,Loti,>= à R+5,30000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH11,"Triangle délimité par Pénétrante d'Azbane, Bd Al Qods et Voie Chemin de Fer : Quartier/Lot Nassim",Villa,Ancien,,7500.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH11,"Triangle délimité par Pénétrante d'Azbane, Bd Al Qods et Voie Chemin de Fer : Quartier/Lot Nassim",Villa,Récent,,7500.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH11,"Triangle délimité par Pénétrante d'Azbane, Bd Al Qods et Voie Chemin de Fer : Quartier/Lot Nassim",Villa,Neuf,,7500.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH11,"Triangle délimité par Pénétrante d'Azbane, Bd Al Qods et Voie Chemin de Fer : Quartier/Lot Nassim",Appartement,Ancien,,9000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH11,"Triangle délimité par Pénétrante d'Azbane, Bd Al Qods et Voie Chemin de Fer : Quartier/Lot Nassim",Appartement,Récent,,10000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH11,"Triangle délimité par Pénétrante d'Azbane, Bd Al Qods et Voie Chemin de Fer : Quartier/Lot Nassim",Appartement,Neuf,,11000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH12,"Zone délimitée par Pénétrante d'Azbane, Axe Voirie HN25, Axe Voirie HN03, Axe Voirie HN13, Axe Voirie HN30 et Rocade Sud-Ouest : Lot Islane (Nassim 2)",Terrain ZV,Loti,,7500.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH12,"Zone délimitée par Pénétrante d'Azbane, Axe Voirie HN25, Axe Voirie HN03, Axe Voirie HN13, Axe Voirie HN30 et Rocade Sud-Ouest : Lot Islane (Nassim 2)",Villa,Ancien,,9000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
Hay Hassani,Hay Hassani,CS-HH12,"Zone délimitée par Pénétrante d'Azbane, Axe Voirie HN25, Axe Voirie HN03, Axe Voirie HN13, Axe Voirie HN30 et Rocade Sud-Ouest : Lot Islane (Nassim 2)",Villa,Récent,,9000.0,127.0,342.0,386.0,179.0,68.0,86.0,2.0,300.0,3742.0,560.0,286.0,560.0,4.0,861.0,4.0,21.4,10.5,13.5,17.4,19.5,23.0,127.0,7.32,26.0,862.0,3.0,7.0,22.0,2081.0,86.0,49968.0,6.0,13170,63.7,3.4,49.6,16.6,70.4,11.5,18.9,14.7
