osm_id,lat,lon
8692601,33.6182677,-7.5938866
8692601,33.6182209,-7.5937978
8692601,33.6182163,-7.5937325
8692601,33.6182206,-7.5936911
8692601,33.6182586,-7.5936031
8692601,33.6182869,-7.5935738
8692601,33.618335,-7.5935818
8692601,33.6192396,-7.5940807
8692601,33.6203513,-7.5915669
8692601,33.6203865,-7.5915501
8692601,33.6204423,-7.5915715
8692601,33.6205138,-7.5916305
8692601,33.6205339,-7.5916815
8692601,33.6204535,-7.5918719
8692601,33.6165201,-7.600809
8692601,33.6145746,-7.6052508
8692601,33.6117624,-7.6116157
8692601,33.6112977,-7.6125142
8692601,33.6108219,-7.6132089
8692601,33.6103037,-7.6137668
8692601,33.6095978,-7.6145312
8692601,33.6086417,-7.6155746
8692601,33.6077527,-7.616508
8692601,33.6074109,-7.6169184
8692601,33.6074064,-7.6170552
8692601,33.6074466,-7.617487
8692601,33.6075248,-7.6181737
8692601,33.6075628,-7.6186699
8692601,33.6076242,-7.6192975
8692601,33.6076879,-7.6199305
8692601,33.6077493,-7.620188
8692601,33.6079113,-7.6204616
8692601,33.6080163,-7.620585
8692601,33.6082843,-7.6207191
8692601,33.6085624,-7.6207513
8692601,33.6089656,-7.6208921
8692601,33.6091812,-7.6210906
8692601,33.6094068,-7.6215009
8692601,33.6097106,-7.6222479
8692601,33.6101585,-7.6232377
8692601,33.610584,-7.624218
8692601,33.6108443,-7.6250575
8692601,33.6108957,-7.6255457
8692601,33.6108264,-7.626176
8692601,33.6106097,-7.6267884
8692601,33.6106823,-7.6268479
8692601,33.6107108,-7.6269024
8692601,33.6107103,-7.6269194
8692601,33.6107095,-7.626947
8692601,33.6107069,-7.6269982
8692601,33.610701,-7.6270362
8692601,33.6106935,-7.6270722
8692601,33.6106174,-7.627205
8692601,33.6091745,-7.6291424
8692601,33.6089668,-7.629413
8692601,33.6089005,-7.6295216
8692601,33.6087969,-7.6296598
8692601,33.6086289,-7.6297758
8692601,33.6083994,-7.6298681
8692601,33.6082884,-7.6299572
8692601,33.6082765,-7.6300465
8692601,33.6083122,-7.6301997
8692601,33.6083365,-7.6303848
8692601,33.6083977,-7.6305329
8692601,33.6085074,-7.6306667
8692601,33.6087252,-7.6307646
8692601,33.6088888,-7.6309007
8692601,33.608993,-7.6310664
8692601,33.6090318,-7.6311525
8692601,33.6090494,-7.6312276
