osm_id,osm_type,type_vert,name,lat,lon,surface_m2
1315579666,way,grass,,33.469710735,-7.601832185,171.7
1315579667,way,grass,,33.471693255,-7.60069808,171.0
1315579668,way,grass,,33.464910115,-7.60055529,667.9
1315579669,way,grass,,33.46604584,-7.60014192,261.9
1315579670,way,grass,,33.46469364,-7.59788914,281.7
1315581774,way,grass,,33.54763929333333,-7.642162536666667,3804.3
1315581778,way,grassland,,33.58225325,-7.6653345875,2322.8
1315581781,way,grassland,,33.585788566666665,-7.674131166666667,1932.5
1315581782,way,grassland,,33.583922475,-7.6738970625,2658.8
1315581783,way,grassland,,33.58461448181818,-7.676326581818182,1040.2
1315583502,way,pitch,,33.59777654,-7.6684651,604.9
1315583503,way,pitch,,33.59763704,-7.66832034,624.2
1315583504,way,pitch,,33.59758154,-7.66872634,589.1
1315583505,way,pitch,,33.597443760000004,-7.66857786,598.3
1315583506,way,pitch,,33.59810194,-7.66788196,904.0
1315587871,way,grassland,,33.59664155555556,-7.644243288888889,3623.7
1315587872,way,grassland,,33.598767091666666,-7.649565133333334,3975.0
1315608388,way,park,,33.541996966666666,-7.579634108333334,337.5
1315696769,way,grass,,33.5849023,-7.645865775,57.3
1315862249,way,forest,,33.5532849,-7.6521515,12880.0
1315862250,way,grass,,33.55435358,-7.65150796,9167.3
1316247805,way,grass,,33.58230104285715,-7.640816857142857,166.0
1316247806,way,grass,,33.58240668571428,-7.640961071428571,61.5
1316505946,way,park,,33.55702809230769,-7.690549423076924,1718.7
1316725399,way,park,,33.5672940952381,-7.657044433333334,1287.0
1316915576,way,grass,,33.602405495,-7.660359955,163.6
1316952927,way,grass,,33.56687557272728,-7.658155045454546,6102.0
1316971018,way,grass,,33.582923275,-7.68296275,110.2
1317144393,way,grass,,33.57070515,-7.65434235,2718.4
1317144394,way,grass,,33.57012002,-7.65436184,628.4
1317147827,way,garden,,33.5614607,-7.659832265,42.1
1317147828,way,garden,,33.561308885,-7.659897625,34.6
1317147829,way,garden,,33.5611589,-7.65996754,40.9
1317172714,way,grassland,,33.5819803625,-7.64244875,581.1
1317380241,way,park,,33.46487761666667,-7.6551172,15633.4
1317611261,way,grass,,33.59101316363636,-7.648208690909091,23.1
1317611262,way,grass,,33.59097411818182,-7.648157472727273,23.1
1317611265,way,grassland,,33.59044537142857,-7.648278385714286,1125.1
1317611268,way,grassland,,33.591564993333336,-7.648519273333333,2044.9
1317611269,way,grassland,,33.591682266666666,-7.648295166666666,625.8
1317706198,way,park,,33.55118184,-7.48325422,6509.8
1317706200,way,grass,,33.56211668,-7.48577094,2484.6
1317706206,way,park,,33.553890981818185,-7.484827436363636,6171.4
1317726290,way,grassland,,33.58507419166667,-7.652597675,5798.8
1317836177,way,grass,,33.56420324,-7.634854155,337.0
1317974431,way,grass,Rond-Point Anassi,33.58825407,-7.499195295,1500.5
1318240114,way,grassland,,33.59267774,-7.6591436,1008.6
1318240115,way,grassland,,33.5932589,-7.66038194,1044.2
1318240117,way,grassland,,33.59619403333333,-7.6619261666666665,911.9
1319020353,way,grass,,33.51857229,-7.63359705,819.0
1319020354,way,grass,,33.519539695,-7.632151215,1232.6
1319023141,way,grass,,33.58110464166667,-7.628560604166666,124.7
1319106982,way,pitch,,33.52918318,-7.52350186,904.1
1319248247,way,park,,33.59714412727273,-7.536952436363636,4963.6
1319248248,way,grass,,33.59817163,-7.5371858000000005,42824.2
1319643499,way,park,,33.5301513,-7.60027288,7002.2
1319643502,way,park,,33.56687022,-7.57206797,4798.3
1320329773,way,pitch,PSG ACADEMY,33.473084379999996,-7.599294,4507.1
1320329796,way,pitch,,33.60725828,-7.5179861400000005,668.1
1320771978,way,grass,,33.58046025,-7.613100335,100.0
1322890666,way,pitch,,33.56500562,-7.6509333,686.9
1322890667,way,pitch,,33.56489382,-7.6506954,686.9
1322890668,way,pitch,,33.56488622,-7.6501414,686.9
1322890669,way,pitch,,33.56483792,-7.6499086,686.9
1322890670,way,pitch,,33.56526482,-7.6497947,686.9
1322890671,way,pitch,,33.56532412,-7.6500183,686.9
1322890672,way,pitch,,33.56539192,-7.6502327999999995,686.9
1322890673,way,pitch,,33.56544862,-7.6504473,686.9
1322892146,way,pitch,,33.56430494,-7.65087342,510.2
1322921671,way,pitch,,33.5785577,-7.61664634,377.3
1323274255,way,grass,,33.588629205,-7.597363605,301.7
1324218286,way,grass,,33.4688155,-7.60431406,226.4
1324218287,way,grass,,33.4675906,-7.60275761,654.9
1324218288,way,grass,,33.472972265,-7.606062225,292.4
1324218289,way,grass,,33.4725944,-7.60364506,146.6
1324653989,way,pitch,,33.57036904,-7.68073096,857.0
1324663774,way,grassland,,33.59319003333333,-7.627730933333334,944.7
1324678837,way,grass,,33.568636125,-7.69466606,92.5
1324718737,way,grassland,,33.5891504,-7.635859657142857,330.8
1324843643,way,grassland,,33.57265119375,-7.63588030625,9981.6
1326094806,way,pitch,,33.55532086,-7.6490705,859.7
1326094809,way,pitch,,33.5586585375,-7.65067935,8369.6
1326094810,way,pitch,,33.55835992,-7.64933458,747.4
1326094811,way,pitch,,33.55819546,-7.64944782,769.9
1326094812,way,pitch,,33.558031140000004,-7.64956162,757.5
1326094813,way,pitch,,33.55839076,-7.649624,631.8
1326094814,way,pitch,,33.558462066666664,-7.64983205,623.5
1326094815,way,pitch,,33.55858054,-7.65000494,664.5
1326094816,way,pitch,,33.55837234,-7.65015468,684.3
1326094817,way,pitch,,33.558213183333336,-7.649879833333333,636.5
1326094818,way,pitch,,33.55847296,-7.65038442,456.7
1326094819,way,pitch,,33.55869436,-7.65019296,469.0
1326106881,way,pitch,,33.564371980000004,-7.6511539,340.9
1326106882,way,pitch,,33.56446828,-7.65108792,283.4
1326106883,way,pitch,,33.564446339999996,-7.65086574,100.4
1326283761,way,grassland,,33.5469186,-7.63613464,5027.5
1326283762,way,grassland,,33.54855082,-7.62815542,2479.6
1326283763,way,grassland,,33.54861208333333,-7.629282916666667,1719.5
